1976/049   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
13:16:33 0.88 350.32 219.90 -6.48 1638   3.42   625.0 224813.  2.80 -1.64  -5.53   1.70  -0.69 0.40 0.93 0.57  0.09 666.1 684411.  2.93 628.6 264373.
13:17:54 0.88 350.32 219.89 -6.48 1638   2.99   635.3 243241.  3.09 -1.83  -5.18   2.77  -0.21 0.35 0.43 0.53  0.09 654.1 495741.  2.62 632.0 231651.
13:19:15 0.88 350.32 219.88 -6.48 1638   3.29   640.1 236387.  2.42 -1.18  -5.68   1.08   0.12 0.22 0.59 0.45  0.06 712.9 787738.  3.10 641.4 214827.
13:20:36 0.88 350.32 219.87 -6.48 1638   3.16   625.8 279436.  2.81 -1.62  -6.02   0.73  -0.07 0.28 0.33 0.38 -1.00  -1.0     -1.  3.11 618.6 238174.
13:21:57 0.88 350.32 219.86 -6.48 1638   3.40   617.8 235815.  2.66 -1.72  -5.91   0.73   0.14 0.26 0.28 0.25 -1.00  -1.0     -1.  2.73 621.4 322176.
13:23:18 0.88 350.32 219.84 -6.48 1638   2.72   630.3 242000.  2.27 -1.39  -6.15   0.64   0.24 0.20 0.20 0.24  0.06 661.5 504369.  2.80 627.9 209597.
13:24:39 0.88 350.32 219.83 -6.48 1638   3.10   619.8 207479.  2.12 -1.40  -6.19   0.70   0.65 0.24 0.24 0.28  0.06 668.7 693559.  2.60 624.7 291364.
13:26:00 0.88 350.32 219.82 -6.48 1638   3.31   630.8 204292.  1.88 -0.72  -5.77   0.48   1.64 0.34 0.63 0.38  0.07 643.8 755708.  2.95 627.5 199699.
13:27:21 0.88 350.32 219.81 -6.48 1638   2.96   637.5 176317.  3.21 -0.71  -4.91   3.28   1.92 0.40 0.48 0.46 -1.00  -1.0     -1.  2.56 641.4 225677.
13:28:42 0.88 350.32 219.79 -6.48 1638   2.77   638.9 234029.  0.00  0.00  -5.22   2.36   2.14 0.80 1.19 0.70  0.08 662.9 521625.  2.40 636.8 225674.
13:30:03 0.88 350.32 219.78 -6.48 1638   3.87   626.2 183947.  0.00  0.00  -3.27   4.23   1.08 0.41 0.39 0.42  0.10 638.7 880618.  3.19 628.9 164502.
13:31:42 0.88 350.32 219.76 -6.48 1638   4.07   631.6 230576.  4.07 -0.43  -2.98   4.82   0.34 0.46 0.63 0.38 -1.00  -1.0     -1. -1.00  -1.0     -1.
13:32:45 0.88 350.32 219.76 -6.48 1638   3.83   632.1 199537.  4.37  0.59  -2.95   4.41   1.87 0.49 0.74 0.88  0.08 659.8 957957.  3.32 631.1 171138.
13:34:06 0.88 350.32 219.74 -6.48 1638   3.64   632.5 158034.  4.75 -0.25  -2.84   4.76   1.33 0.30 0.40 0.30 -1.00  -1.0     -1.  3.36 632.2 198156.
13:35:27 0.88 350.32 219.73 -6.48 1638   3.74   637.7 177519.  4.82 -0.40  -2.95   5.26   0.97 0.21 0.48 0.39  0.07 705.7 672353.  3.17 634.9 161871.
13:36:48 0.88 350.32 219.72 -6.48 1638   3.57   635.1 151901.  4.58 -1.09  -2.71   5.57  -0.39 0.42 0.35 0.60  0.08 653.3 570910.  3.22 634.9 185945.
13:38:09 0.88 350.32 219.71 -6.48 1638   3.11   645.3 150222.  5.27 -1.29  -1.84   6.43  -0.37 0.28 0.28 0.22  0.06 630.3 441336.  2.79 641.7 145157.
13:39:30 0.88 350.32 219.69 -6.48 1638   3.31   627.5 155169.  4.06 -0.91  -2.62   6.20  -0.61 0.40 0.29 0.48  0.10 643.6 902851.  2.92 628.3 195197.
13:40:51 0.88 350.32 219.68 -6.48 1638   3.56   645.8 150465.  5.57 -1.84  -1.16   5.99  -1.90 0.68 0.43 0.60  0.08 647.4 942521.  3.12 640.6 152814.
13:42:12 0.88 350.32 219.67 -6.48 1638   3.95   646.8 165762.  4.40 -2.97  -0.80   5.84  -2.56 0.56 0.45 0.49  0.08 654.0 823094.  3.39 643.4 177700.
13:43:33 0.88 350.32 219.66 -6.48 1638   3.33   641.3 146389.  4.98 -2.52  -0.40   5.47  -3.31 0.85 0.37 0.45  0.09 652.9 827253.  3.03 638.8 153152.
13:44:54 0.88 350.32 219.64 -6.48 1638   3.75   652.4 173406.  4.08 -2.23  -0.62   5.74  -2.75 0.48 0.72 0.88  0.09 672.81024122.  3.02 653.0 155042.
13:46:15 0.88 350.32 219.63 -6.48 1638   3.36   662.3 162215.  3.27 -3.44   0.47   5.10  -3.70 1.47 0.49 0.60  0.10 658.2 886907.  3.03 664.1 189918.
13:47:36 0.88 350.32 219.62 -6.48 1638   3.30   671.4 160760.  3.39 -3.73   1.10   4.83  -4.13 0.44 0.33 0.38  0.09 669.8 853227.  2.99 667.4 162475.
13:48:57 0.88 350.32 219.61 -6.48 1638   3.45   654.1 156014.  4.36 -3.23   0.47   5.62  -3.63 0.40 0.42 0.47  0.11 656.7 952929.  3.05 650.8 151849.
13:50:18 0.88 350.32 219.59 -6.48 1638   3.68   660.0 186952.  4.62 -3.05   0.52   5.40  -3.19 0.46 0.37 0.43  0.11 657.2 561749.  3.30 658.6 163706.
13:51:39 0.88 350.32 219.58 -6.48 1638   3.27   662.5 155250.  4.52 -2.56   1.25   5.40  -2.82 0.99 0.51 0.75  0.14 648.6 888051.  2.88 662.5 184408.
13:53:00 0.88 350.32 219.57 -6.48 1638   3.75   671.1 154679.  3.97 -3.00   1.00   5.28  -3.67 0.54 0.41 0.52  0.14 671.6 992313.  3.17 668.5 162891.
13:54:21 0.88 350.32 219.55 -6.48 1638   3.46   657.5 163911.  3.18 -2.96   0.93   4.93  -4.00 0.60 0.33 0.38  0.07 675.2 584203.  3.12 655.4 176499.
13:55:42 0.88 350.32 219.54 -6.48 1638   3.45   663.6 159980.  3.98 -2.64   1.07   4.96  -3.91 0.33 0.35 0.36  0.10 658.1 510749.  3.05 660.5 161539.
13:57:03 0.88 350.32 219.53 -6.48 1638   3.50   662.9 151196.  4.38 -1.92   1.38   5.31  -3.39 0.37 0.39 0.39  0.08 672.6 956554.  3.21 664.3 186799.
13:58:24 0.88 350.32 219.52 -6.48 1638   3.74   675.2 160968.  2.97 -3.30   1.93   4.70  -3.63 0.68 0.75 0.67  0.12 650.0 622703.  3.21 672.6 168088.
13:59:45 0.88 350.32 219.51 -6.48 1638   3.64   664.6 153067.  3.68 -3.65   0.90   5.08  -3.40 0.66 0.87 1.46  0.10 653.2 871821.  3.18 666.0 175936.
14:01:06 0.88 350.32 219.49 -6.48 1638   3.75   677.3 149637.  3.47 -3.48   2.20   4.56  -4.54 0.37 0.36 0.41  0.05 702.8 714765.  3.19 673.0 146674.
14:02:27 0.88 350.32 219.48 -6.48 1638   3.99   670.0 145115.  3.37 -3.18   1.94   5.49  -3.92 0.43 0.38 0.40  0.12 645.01110011.  3.41 672.2 153327.
14:03:48 0.88 350.32 219.47 -6.48 1638  -1.00    -1.0     -1. -1.00 -1.00   2.25   5.83  -3.42 0.39 0.42 0.41 -1.00  -1.0     -1. -1.00  -1.0     -1.
14:05:27 0.88 350.32 219.45 -6.48 1638   4.03   675.4 169024.  3.27 -3.00   2.18   5.90  -3.43 0.42 0.35 0.53  0.07 687.0 614972.  3.40 673.8 153015.
14:06:30 0.88 350.32 219.44 -6.48 1638   3.90   684.8 178535.  3.89 -2.49   2.26   6.50  -1.52 0.40 0.52 0.96  0.10 673.6 774640.  3.27 686.6 213307.
14:07:51 0.88 350.31 219.43 -6.48 1638   3.44   672.8 182174.  5.90 -1.81   1.21   6.75  -0.70 0.66 0.31 0.28  0.10 671.6 820379.  3.12 673.4 154471.
14:09:12 0.88 350.31 219.42 -6.48 1638   3.90   671.5 156082.  4.43 -1.89   1.00   6.85  -0.67 0.68 0.31 0.28  0.08 668.9 767988.  3.13 666.5 161643.
14:10:33 0.88 350.31 219.40 -6.48 1638   3.68   667.3 141321.  4.64 -2.15   2.15   6.66  -0.79 0.69 0.31 0.34  0.10 671.6 546781.  3.24 671.8 145063.
14:11:54 0.88 350.31 219.39 -6.48 1638   3.57   661.7 133076.  4.20 -1.75   0.39   6.71  -0.44 0.96 0.72 0.90  0.10 688.3 725368.  2.92 657.9 140236.
14:13:15 0.88 350.31 219.38 -6.48 1638   3.39   659.2 156686.  5.32 -1.24  -0.50   6.40  -1.35 0.62 0.52 0.68  0.14 653.41025291.  3.13 659.6 180429.
14:14:36 0.88 350.31 219.37 -6.48 1638   3.84   660.2 189112.  3.86 -2.74  -0.13   6.30  -1.54 0.72 0.39 0.36  0.11 656.6 666662.  3.36 659.7 170710.
14:15:57 0.88 350.31 219.36 -6.48 1638   3.57   662.9 137631.  5.33 -1.92   0.26   6.19  -1.04 1.21 0.92 1.52  0.12 662.21083867.  3.16 664.1 179055.
14:17:18 0.88 350.31 219.34 -6.48 1638   3.41   656.6 188105.  4.61 -4.09  -1.74   4.29  -3.97 0.70 0.60 0.60 -1.00  -1.0     -1.  2.93 655.7 171587.
14:18:39 0.88 350.31 219.33 -6.48 1638   3.62   653.4 162722.  0.00  0.00  -1.84   4.82  -3.25 0.66 1.22 0.93  0.09 661.3 498755.  3.49 654.6 203055.
14:20:00 0.88 350.31 219.32 -6.48 1638   3.68   640.0 218339.  4.35 -2.04  -2.09   5.25  -2.88 0.70 0.55 0.97  0.09 665.4 566323.  3.16 639.3 213437.
14:21:31 0.88 350.31 219.30 -6.48 1638   3.58   661.2 148542.  8.12 -1.83  -1.70   6.11  -1.87 0.84 0.61 0.40  0.08 674.3 671313.  3.02 662.1 174897.
14:22:12 0.88 350.31 219.30 -6.48 1638   4.06   667.2 154315.  4.67 -2.61  -1.03   6.28  -2.43 0.51 0.35 0.23  0.10 652.4 815779.  3.21 662.9 155458.
14:22:53 0.88 350.31 219.29 -6.48 1638   3.67   645.3 166357.  4.92 -3.00  -2.16   5.99  -2.24 0.96 0.56 0.42  0.08 674.5 659879.  3.10 643.6 157235.
14:23:33 0.88 350.31 219.29 -6.48 1638   3.80   651.8 189288.  4.30 -3.28  -2.72   5.46  -2.74 0.98 0.43 0.40  0.10 660.5 495208.  3.42 650.0 189759.
14:24:14 0.88 350.31 219.28 -6.48 1638   3.51   657.0 144387.  4.97 -3.28  -1.58   5.90  -2.88 0.83 0.40 0.30  0.09 661.6 646859.  3.22 656.6 171463.
14:24:54 0.88 350.31 219.27 -6.48 1638   3.46   655.9 185766.  4.29 -3.31  -2.22   5.55  -3.26 0.59 0.45 0.44  0.10 654.1 587230.  3.08 655.3 161432.
14:25:35 0.88 350.31 219.27 -6.48 1638   3.58   641.4 167783.  4.28 -2.92  -2.51   5.19  -3.10 0.96 0.75 0.71  0.07 663.9 456967.  3.09 638.2 159015.
14:26:15 0.88 350.31 219.26 -6.48 1638   3.41   664.2 167205.  5.16 -1.88  -1.31   6.31  -1.95 0.66 0.60 0.48  0.09 666.2 845951.  3.09 658.3 167864.
14:26:56 0.88 350.31 219.25 -6.48 1638   3.33   656.3 151755.  6.21 -2.98  -1.70   6.26  -2.91 0.33 0.26 0.27  0.07 683.6 507903.  3.11 654.7 177671.
14:27:36 0.88 350.31 219.25 -6.48 1638   3.28   665.0 152288.  4.65 -3.06  -1.26   6.31  -3.16 0.35 0.26 0.23  0.10 674.01116014.  2.99 660.3 147116.
14:28:17 0.88 350.31 219.24 -6.48 1638   3.44   660.6 156001.  5.26 -3.29  -1.22   6.22  -3.13 0.33 0.34 0.29  0.07 665.9 439503.  3.20 658.8 185159.
14:28:57 0.88 350.31 219.23 -6.48 1638   3.43   659.5 141240.  4.59 -3.29  -1.58   6.16  -3.22 0.29 0.29 0.35  0.09 655.7 564348.  3.09 656.2 150313.
14:29:38 0.88 350.31 219.23 -6.48 1638   3.45   653.8 145576.  4.98 -3.52  -1.91   5.69  -3.89 0.39 0.25 0.31  0.10 653.9 831943.  3.08 650.3 150650.
14:30:18 0.88 350.31 219.22 -6.48 1638   3.91   660.1 176810.  4.25 -3.79  -1.70   5.27  -4.43 0.32 0.28 0.25  0.10 660.8 729136.  3.15 656.3 155832.
14:30:59 0.88 350.31 219.22 -6.48 1638   3.41   657.9 148718.  4.43 -3.53  -1.48   4.86  -4.80 0.34 0.27 0.25  0.08 676.0 783580.  3.18 656.1 166302.
14:31:39 0.88 350.31 219.21 -6.48 1638   3.83   647.3 206423.  4.55 -3.69  -1.26   4.92  -3.88 0.54 0.55 0.65  0.10 649.4 706579.  3.32 645.2 208246.
14:32:20 0.88 350.31 219.20 -6.48 1638   4.03   643.9 217933.  4.38 -4.28  -1.96   4.07  -3.58 0.68 0.62 0.65  0.08 676.1 706865.  3.53 644.2 221688.
14:33:00 0.88 350.31 219.20 -6.48 1638   3.75   635.5 234058.  4.00 -4.42  -3.87   2.41  -3.57 0.36 0.53 0.58  0.08 660.6 348910.  3.36 633.3 220759.
14:33:41 0.88 350.31 219.19 -6.48 1638   4.26   654.0 185376.  5.55 -3.23  -2.05   3.97  -2.86 1.28 0.94 0.77  0.14 654.7 771613.  3.74 651.5 219160.
14:34:21 0.88 350.31 219.19 -6.48 1638   4.31   649.8 210766.  4.35 -4.36  -1.47   4.42  -2.77 0.75 1.11 0.94  0.10 660.4 617324.  3.74 649.6 205104.
14:35:02 0.88 350.31 219.18 -6.48 1638   4.25   640.5 290545.  1.35 -4.60  -2.94  -0.76  -3.75 0.61 1.38 0.94  0.13 663.2 715804.  3.64 640.6 250804.
14:35:42 0.88 350.31 219.17 -6.48 1638   4.49   647.6 221935. -0.04 -3.62  -1.53  -3.35  -2.96 0.80 0.87 0.99  0.12 659.8 695755.  3.76 646.6 216591.
14:36:23 0.88 350.31 219.17 -6.48 1638   4.30   654.5 228068.  0.48 -4.56  -0.97  -2.63  -3.25 0.47 1.35 0.78  0.13 669.2 698549.  3.78 655.0 234873.
14:37:03 0.88 350.31 219.16 -6.48 1638   3.51   652.4 215629.  0.93 -3.47  -1.34  -2.16  -4.48 0.45 0.84 0.56  0.10 655.6 556734.  3.36 650.2 199790.
14:37:44 0.88 350.31 219.15 -6.48 1638   3.75   643.2 207343. -0.08 -3.31  -1.93  -3.79  -3.68 0.52 0.47 0.69  0.08 674.2 574639.  3.31 647.1 228282.
14:38:24 0.88 350.31 219.15 -6.48 1638   4.18   651.6 215750. -0.65 -2.59  -1.38  -4.94  -2.07 0.51 0.41 0.38  0.09 646.3 823952.  3.76 649.9 217900.
14:39:05 0.88 350.31 219.14 -6.48 1638   4.37   646.3 172223. -1.03 -2.45  -1.63  -5.06  -1.93 0.47 0.37 0.29  0.12 656.81224344.  3.65 649.2 224517.
14:39:45 0.88 350.31 219.14 -6.48 1638   4.21   653.5 205355. -1.37 -2.36  -0.89  -4.90  -2.36 0.80 0.96 0.97  0.12 661.0 525575.  3.77 651.3 207840.
14:40:26 0.88 350.31 219.13 -6.48 1638   4.13   653.2 181615. -1.04 -2.43  -0.39  -5.33  -1.39 0.71 0.63 0.52  0.09 670.9 776512.  3.75 655.1 215331.
14:41:06 0.88 350.31 219.12 -6.48 1638   4.20   666.8 176144. -1.58 -1.71   0.97  -5.61  -0.87 0.82 0.35 0.32 -1.00  -1.0     -1.  3.70 663.7 179367.
14:41:47 0.88 350.31 219.12 -6.48 1638   4.75   673.8 239398. -0.53 -2.79   0.62  -5.37  -0.47 0.79 0.87 1.05  0.12 668.9 785867.  4.13 675.5 242153.
14:42:27 0.88 350.31 219.11 -6.48 1638   4.03   659.5 210429.  0.00  0.00   0.07  -5.69  -0.04 0.61 0.60 0.63  0.09 670.0 864038.  3.70 660.1 181670.
14:43:08 0.88 350.31 219.10 -6.48 1638   3.90   657.0 167896.  0.00  0.00   0.31  -5.44   0.84 0.52 0.86 0.84  0.10 675.0 745326. -1.00  -1.0     -1.
14:43:48 0.88 350.31 219.10 -6.48 1638   3.90   654.5 199751. -1.82 -2.09  -0.43  -5.38  -0.43 0.47 0.45 0.74  0.12 654.5 656773.  3.50 654.7 179909.
14:44:29 0.88 350.31 219.09 -6.48 1638   4.56   657.3 209808. -1.18 -2.19  -0.30  -5.55  -0.89 0.39 0.35 0.32  0.11 664.1 589192.  3.75 656.2 218537.
14:45:09 0.88 350.31 219.08 -6.48 1638   4.12   658.0 210136. -2.26 -1.84  -0.04  -5.37  -0.22 0.30 0.29 0.33  0.14 650.5 705942.  3.79 660.0 188810.
14:45:50 0.88 350.31 219.08 -6.48 1638   4.03   658.3 230312. -0.22 -3.40  -0.10  -4.90  -0.02 0.64 0.62 1.46  0.11 665.4 701043.  3.55 654.9 237137.
14:46:30 0.88 350.31 219.07 -6.48 1638   4.60   673.8 233889.  0.40 -2.89   1.60  -3.61  -1.86 0.69 1.03 1.01  0.11 676.51083789.  3.92 674.8 230978.
14:47:11 0.88 350.31 219.07 -6.48 1638   3.93   660.0 217578.  0.36 -1.75   1.23  -5.49   0.33 0.23 0.58 0.72  0.09 660.1 642987.  3.21 660.8 239294.
14:47:51 0.88 350.31 219.06 -6.48 1638   4.45   666.8 224949. -1.77 -1.74   1.39  -4.98  -0.23 0.23 0.26 0.33  0.12 658.7 552160.  3.80 670.0 232642.
14:48:32 0.88 350.31 219.05 -6.48 1638   3.45   658.8 212050.  0.30 -1.71   1.09  -5.96   0.75 0.29 0.44 0.47  0.12 649.6 834217.  3.09 661.8 219700.
14:49:12 0.88 350.31 219.05 -6.48 1638   4.68   668.0 235968. -0.50 -1.58   1.98  -4.93   0.66 0.39 0.54 0.58  0.07 697.2 519130.  3.88 670.8 242673.
14:49:53 0.88 350.31 219.04 -6.48 1638   3.52   663.4 209461.  0.50 -1.69   1.33  -5.68   1.23 0.28 0.54 0.61  0.13 676.1 732229.  3.22 663.6 221311.
14:50:33 0.88 350.31 219.03 -6.48 1638   4.31   668.1 219492. -2.11 -0.89   1.09  -4.74   0.95 0.39 0.84 0.77 -1.00  -1.0     -1.  3.67 667.4 183837.
14:51:14 0.88 350.31 219.03 -6.48 1638   4.08   651.6 232876.  2.22 -3.29  -2.01   0.49  -2.35 1.70 2.87 1.88  0.09 669.0 706657.  3.78 646.2 235958.
14:51:54 0.88 350.31 219.02 -6.48 1638   4.28   656.5 245466.  1.29 -3.03  -1.92  -0.39  -2.59 0.88 1.66 1.22  0.13 653.7 820067.  3.95 654.3 239840.
14:52:35 0.88 350.31 219.02 -6.48 1638   4.24   664.5 218244. -0.05 -0.65  -0.38  -3.05  -1.21 1.48 1.69 1.99  0.10 674.2 609567.  3.83 665.6 225469.
14:53:15 0.88 350.31 219.01 -6.48 1638   4.36   662.4 224066. -0.34 -1.60  -0.12  -3.54  -0.65 1.02 1.79 1.50  0.13 647.9 612282.  3.80 662.6 197350.
14:53:56 0.88 350.31 219.00 -6.48 1638   4.43   666.5 230615. -0.39 -0.28   1.04  -4.68   1.41 0.58 0.72 0.52  0.14 662.0 512269.  4.00 669.4 237007.
14:54:36 0.88 350.31 219.00 -6.48 1638   4.67   654.4 235637.  2.64 -2.96  -0.11  -2.93  -1.24 1.35 2.53 1.81 -1.00  -1.0     -1.  4.16 652.3 237378.
14:55:17 0.88 350.31 218.99 -6.48 1638   4.95   666.0 236280.  0.08 -1.97  -0.54  -2.41  -2.30 1.29 0.91 1.16  0.10 667.5 783164.  4.23 667.6 246675.
14:55:57 0.88 350.31 218.99 -6.48 1638   4.50   658.6 217215. -0.41 -1.84   1.09  -3.85  -0.25 0.61 0.44 0.43  0.08 656.1 581045.  4.03 659.5 192679.
14:56:38 0.88 350.31 218.98 -6.48 1638   5.01   663.1 253951.  0.23 -1.74   0.55  -3.46  -1.19 1.09 0.63 0.96  0.09 664.1 531812.  4.46 665.0 262839.
14:57:18 0.88 350.31 218.97 -6.48 1638   4.46   647.8 231401.  0.93 -2.21  -0.90  -2.51  -0.49 2.16 1.43 1.43 -1.00  -1.0     -1.  4.05 644.6 242069.
14:57:59 0.88 350.31 218.97 -6.48 1638   4.72   646.6 288408.  2.06 -2.52  -2.44   0.14  -1.92 0.90 1.67 0.97  0.09 668.9 670066.  4.14 647.1 260000.
14:58:39 0.88 350.31 218.96 -6.48 1638   4.66   668.3 239658.  0.64 -2.49  -0.22  -2.83  -1.67 1.49 1.01 0.68  0.10 649.2 731098.  4.14 670.5 239918.
14:59:20 0.88 350.31 218.95 -6.48 1638   4.73   673.5 236280. -0.12 -1.66   1.43  -4.28  -0.43 0.35 0.27 0.38  0.09 666.4 718715.  4.18 672.9 245999.
15:00:00 0.88 350.31 218.95 -6.48 1638   3.90   672.2 232070.  0.02 -1.38   1.85  -4.25   0.04 0.62 0.46 0.67  0.09 656.5 781579.  3.65 675.6 247922.
15:00:41 0.88 350.31 218.94 -6.48 1638   4.57   664.7 254835.  1.64 -1.51   2.20  -3.29  -0.10 0.37 0.61 0.42  0.11 672.7 796886.  3.97 663.5 257122.
15:01:21 0.88 350.31 218.94 -6.48 1638   4.36   653.0 264554.  2.67 -1.41   0.55  -1.94  -0.73 1.57 1.01 0.72  0.10 649.2 718507.  3.92 649.9 266841.
15:02:02 0.88 350.31 218.93 -6.48 1638   4.59   651.3 300200.  3.05 -1.66  -1.06   1.05  -0.60 1.03 1.00 0.61  0.10 663.4 574639.  4.11 648.3 270298.
15:02:42 0.88 350.31 218.92 -6.48 1638   4.72   652.0 256222.  2.50 -1.48  -0.32  -0.92  -0.44 0.60 0.67 0.92  0.10 651.8 614128.  4.31 650.6 269827.
15:03:23 0.88 350.31 218.92 -6.48 1638   4.82   653.3 268816.  1.94 -1.26   0.01  -1.94  -0.23 0.46 0.33 0.59  0.12 651.8 934010.  4.16 652.6 265561.
15:04:03 0.88 350.31 218.91 -6.48 1638   4.43   649.0 217803.  3.81 -2.12  -0.54   2.86  -0.46 0.69 3.46 1.49  0.08 655.9 739817.  3.86 648.8 216945.
15:04:44 0.88 350.31 218.90 -6.48 1638   4.78   652.6 178665.  3.91 -1.93  -0.46   4.90  -1.01 0.52 0.43 0.32  0.10 664.2 572768.  4.15 651.7 211978.
15:05:24 0.88 350.31 218.90 -6.48 1638   4.79   656.6 225628.  2.88 -1.64  -0.78   4.12  -0.55 0.69 0.73 0.77 -1.00  -1.0     -1.  4.12 654.9 216390.
15:06:05 0.88 350.31 218.89 -6.48 1638   5.02   658.3 234418.  2.94 -1.72  -0.58   3.44  -0.87 0.65 0.49 0.42  0.10 665.8 667155.  4.27 655.1 238274.
15:06:45 0.88 350.31 218.88 -6.48 1638   4.56   645.2 257167.  2.84 -1.27  -2.73   2.57   0.28 0.83 0.77 0.68  0.08 656.8 726628.  4.10 642.8 248315.
15:07:26 0.88 350.31 218.88 -6.48 1638   4.68   649.6 258434.  3.39 -2.01  -2.13   3.91  -0.51 0.72 0.62 0.65  0.11 657.9 553667.  4.01 648.7 229117.
15:08:06 0.88 350.31 218.87 -6.48 1638   4.78   642.1 241984.  2.99 -1.27  -2.72   3.59   0.77 0.44 0.58 0.56  0.05 693.2 533475.  4.06 639.3 244924.
15:08:47 0.88 350.31 218.87 -6.48 1638   4.64   633.1 254783.  2.66 -1.28  -3.71   2.28   0.87 0.41 0.49 0.77  0.12 651.11144198.  4.29 634.1 286715.
15:09:27 0.88 350.31 218.86 -6.48 1638   4.43   637.9 268966.  2.79 -1.16  -3.50   1.91   1.53 0.79 0.67 0.92  0.10 669.3 795431.  4.04 634.2 246344.
15:10:08 0.88 350.31 218.85 -6.48 1638   4.57   640.0 285887.  3.02 -1.41  -3.23   2.68   0.55 0.42 0.32 0.44  0.09 663.9 713725.  3.93 641.9 259695.
15:10:48 0.88 350.31 218.85 -6.48 1638   4.48   639.2 252051.  2.13 -0.79  -3.15   1.56   0.99 0.32 0.99 0.98  0.12 644.0 760412.  4.03 637.5 257713.
15:11:29 0.88 350.31 218.84 -6.48 1638   4.63   640.7 247991.  2.75 -1.20  -2.82   1.16   1.13 0.81 0.78 1.04  0.08 656.5 582916.  3.87 644.6 252343.
15:12:09 0.88 350.31 218.83 -6.48 1638   4.57   643.3 243098.  2.97 -1.60  -3.03   1.62   0.52 0.44 0.28 0.36 -1.00  -1.0     -1.  3.97 641.2 255816.
15:12:50 0.88 350.31 218.83 -6.48 1638   4.75   644.3 282892.  2.93 -1.26  -2.44   1.61   0.85 0.27 0.28 0.45  0.09 667.1 839506.  4.05 643.7 254832.
15:13:30 0.88 350.31 218.82 -6.48 1638   4.75   643.7 263521.  2.85 -1.09  -2.40   1.65   0.98 0.42 0.26 0.32  0.08 661.0 705565.  4.15 643.2 261072.
15:14:11 0.88 350.31 218.82 -6.48 1638   4.67   637.7 300564.  2.76 -1.28  -3.50   0.74   1.14 0.34 0.67 0.40  0.05 703.7 634931.  4.07 637.8 305670.
15:14:51 0.88 350.31 218.81 -6.48 1638   4.65   650.9 258788.  2.17 -0.72  -2.24   0.71   1.79 0.83 0.92 0.69 -1.00  -1.0     -1.  4.10 649.8 261293.
15:15:32 0.88 350.31 218.80 -6.48 1638   4.67   648.0 274595.  3.07 -1.09  -2.23   1.81   1.89 0.42 0.57 0.46  0.11 672.5 734931.  4.10 647.7 262423.
15:16:12 0.88 350.31 218.80 -6.48 1638   4.28   648.2 234786.  0.00  0.00  -2.09   1.75   2.48 0.38 1.00 0.99  0.10 650.6 570962.  3.76 646.2 245863.
15:16:53 0.88 350.31 218.79 -6.48 1638   4.41   647.5 272426.  2.62 -0.51  -2.46   2.35   2.51 0.45 0.58 0.65 -1.00  -1.0     -1.  4.00 647.2 241624.
15:17:33 0.88 350.31 218.79 -6.48 1638   4.30   647.7 240824.  3.58 -1.24  -2.24   3.66   1.77 0.50 0.53 0.35  0.10 646.1 602264.  3.87 643.7 234610.
15:18:14 0.88 350.31 218.78 -6.48 1638   4.37   652.4 232382.  4.12 -2.03  -1.42   4.02   1.56 0.68 0.80 0.74  0.10 670.0 598132.  3.78 648.3 248202.
15:18:54 0.88 350.31 218.77 -6.48 1638   4.26   638.3 277519.  3.70 -1.59  -2.92   3.13   1.41 0.66 0.41 0.68  0.11 669.3 903539.  4.05 636.6 262254.
15:19:35 0.88 350.31 218.77 -6.48 1638   4.16   631.8 261777.  2.52 -2.98  -3.02   2.73   0.99 1.24 0.96 1.47  0.08 689.7 888986.  3.85 633.3 316731.
15:20:15 0.88 350.31 218.76 -6.48 1638   4.11   641.7 287761.  3.28 -1.37  -3.67   2.83   0.31 0.39 0.57 0.55  0.08 644.3 764817.  3.71 638.1 275983.
15:20:56 0.88 350.31 218.75 -6.48 1638   4.44   645.5 287583.  4.01 -1.36  -3.03   3.26   0.68 0.41 0.39 0.38 -1.00  -1.0     -1.  3.83 645.6 279400.
15:21:36 0.88 350.31 218.75 -6.48 1638   4.64   644.2 268501.  3.53 -1.64  -2.63   3.20   0.28 0.33 0.43 0.38  0.11 653.4 691662.  3.98 641.8 269927.
15:22:17 0.88 350.31 218.74 -6.48 1638   4.51   646.8 282132.  3.55 -1.94  -3.04   3.15   0.01 0.43 0.72 0.87  0.12 645.5 817702.  3.99 645.4 263921.
15:22:57 0.88 350.31 218.73 -6.48 1638   4.61   649.8 268407.  3.19 -0.36  -2.20   3.45   1.32 0.58 0.85 0.78  0.08 652.3 701004.  4.02 648.4 251918.
15:23:38 0.88 350.31 218.73 -6.49 1638   3.91   656.0 233168.  3.97 -0.61  -2.92   4.29   1.79 0.28 0.44 0.26  0.12 674.1 634099.  3.41 652.2 245967.
15:24:18 0.88 350.31 218.72 -6.49 1638   4.22   651.8 259315.  3.31 -0.91  -3.25   2.99   0.27 0.45 0.73 0.85  0.09 664.1 872562.  3.82 648.2 253851.
